category,urgency,targetPrice,price,approved
basic,high,260,639,false
basic,low,2720,3140,false
basic,low,1750,1878,true
optional,high,1250,1714,false
basic,low,510,513,true
optional,high,430,601,false
basic,low,3200,3570,true
optional,high,2200,2351,true
basic,medium,3320,3779,true
optional,low,3250,3474,true
optional,medium,2420,2584,true
optional,high,3120,3347,true
optional,high,650,1033,false
optional,high,1800,2127,false
basic,high,1660,1776,true
optional,low,2110,2415,false
basic,low,470,859,false
basic,high,3100,3299,true
optional,high,3020,3163,true
basic,medium,190,463,false
optional,low,130,477,false
basic,high,960,1435,false
optional,low,2640,2794,true
basic,high,470,854,false
basic,high,2000,2262,true
optional,low,910,1392,false
basic,low,2780,3119,true
optional,medium,460,645,false
optional,low,1550,1749,false
basic,low,1600,1851,false
optional,high,1740,2059,false
basic,low,2630,2927,true
basic,high,1640,1906,true
basic,high,2710,2934,true
optional,high,1940,2107,true
optional,medium,1660,1679,true
optional,high,930,1011,true
basic,high,420,556,false
optional,high,870,1144,false
basic,high,2080,2421,true
basic,low,2610,2792,true
optional,medium,1590,1932,false
basic,medium,1070,1272,false
optional,high,3140,3485,true
basic,medium,280,775,false
optional,high,1930,2396,false
basic,high,2580,3044,true
optional,low,1880,2375,false
basic,high,3480,3619,true
basic,low,90,575,false
basic,medium,80,201,false
basic,high,2920,3097,true
basic,medium,2490,2559,true
basic,high,1280,1487,true
basic,medium,3490,3852,true
optional,high,840,1052,false
optional,medium,800,1045,false
optional,low,1040,1395,false
optional,medium,2540,2870,false
basic,high,1070,1401,false
basic,high,1360,1376,true
basic,medium,950,1143,false
optional,high,460,481,true
optional,medium,2440,2529,true
optional,low,1550,1563,true
basic,low,1340,1728,false
basic,low,1690,1942,true
optional,high,880,986,true
optional,low,3420,3509,true
optional,medium,1380,1500,true
basic,low,2780,3118,true
basic,high,2880,2917,true
optional,low,110,588,false
optional,medium,260,383,false
optional,high,560,876,false
optional,low,1530,1614,true
optional,low,3460,3688,true
basic,low,1980,2384,false
optional,low,1160,1546,false
basic,low,160,447,false
optional,high,3300,3481,true
basic,medium,250,515,false
optional,high,1870,2200,true
optional,medium,3340,3783,false
basic,low,560,942,false
basic,low,650,895,false
optional,medium,2430,2519,true
optional,low,70,477,false
optional,low,3350,3843,false
basic,high,1810,2161,true
optional,high,1830,1885,true
basic,medium,1780,1915,true
optional,medium,330,429,false
optional,high,1250,1643,false
basic,medium,1840,2170,true
basic,low,2130,2615,false
basic,medium,3110,3236,true
basic,medium,3120,3358,true
optional,low,1450,1837,false
basic,low,2850,2957,true
optional,high,1390,1582,true
optional,high,480,867,false
optional,medium,560,587,true
optional,high,1450,1584,true
basic,medium,3280,3762,true
basic,low,3080,3384,true
optional,high,330,768,false
optional,low,1330,1485,false
optional,medium,3420,3820,true
optional,low,3090,3433,false
basic,medium,2460,2749,true
basic,high,1110,1326,true
optional,low,1540,1671,true
basic,low,700,1176,false
basic,high,2670,2858,true
optional,medium,430,651,false
optional,medium,3350,3812,false
basic,high,2180,2218,true
optional,low,60,454,false
optional,medium,1820,1999,true
basic,low,720,955,false
optional,medium,3340,3517,true
basic,medium,1830,2197,false
basic,low,1420,1900,false
basic,low,50,502,false
optional,low,1140,1427,false
optional,medium,1280,1373,true
basic,medium,10,251,false
basic,medium,1680,1987,false
basic,low,1400,1735,false
basic,high,1100,1532,false
optional,high,100,592,false
basic,high,2730,3046,true
basic,medium,3180,3670,true
optional,low,2220,2711,false
optional,high,1240,1335,true
basic,medium,3430,3560,true
basic,low,530,545,true
basic,low,3400,3505,true
basic,high,420,588,false
optional,high,130,391,false
optional,medium,2850,3287,false
basic,low,3400,3722,true
optional,high,3410,3857,true
basic,high,3320,3642,true
optional,medium,2240,2342,true
optional,medium,1760,2082,false
optional,medium,10,115,false
optional,medium,1450,1527,true
optional,low,1080,1170,true
basic,low,620,871,false
basic,high,1400,1537,true
basic,low,2770,3251,false
basic,medium,430,871,false
basic,medium,650,699,true
optional,low,1590,1953,false
optional,medium,2710,2817,true
optional,high,2670,3051,true
optional,high,3040,3383,true
basic,low,3340,3580,true
optional,high,1520,1927,false
basic,low,360,447,false
optional,high,1230,1235,true
optional,high,510,985,false
optional,medium,2300,2516,true
optional,high,2900,3104,true
basic,high,370,443,true
basic,medium,3360,3463,true
optional,low,1470,1689,false
optional,high,2860,3179,true
basic,high,70,268,false
basic,high,1830,2242,true
optional,low,1080,1501,false
basic,medium,20,245,false
optional,high,570,889,false
basic,high,1360,1611,true
optional,high,2160,2212,true
basic,low,2990,3406,true
optional,medium,1580,1604,true
basic,low,660,741,true
optional,low,3190,3604,false
basic,medium,2760,2940,true
basic,high,1870,2056,true
optional,high,10,159,false
optional,medium,2860,2904,true
optional,low,690,1149,false
optional,low,360,609,false
basic,low,2930,3415,false
optional,low,2520,2532,true
basic,medium,1860,1965,true
optional,high,1000,1005,true
basic,high,3270,3311,true
optional,low,2360,2435,true
optional,medium,3190,3681,false
optional,low,570,633,false
basic,low,3120,3224,true
basic,medium,3430,3568,true
basic,medium,1120,1231,true
basic,medium,400,879,false
basic,low,440,537,false
optional,medium,1960,2266,false
optional,high,860,1129,false
basic,low,2610,2734,true
optional,high,1420,1540,true
optional,high,1620,1690,true
optional,high,2430,2468,true
basic,medium,410,851,false
basic,medium,2710,2757,true
basic,medium,910,1181,false
optional,high,1850,1885,true
optional,high,1060,1440,false
basic,high,2610,2963,true
optional,high,60,384,false
basic,high,2360,2838,true
optional,low,2020,2489,false
optional,high,1720,2079,false
optional,medium,1280,1376,true
optional,medium,3220,3344,true
optional,high,2940,3090,true
basic,medium,390,737,false
basic,high,2140,2517,true
basic,low,1100,1538,false
basic,low,590,782,false
basic,high,1550,2042,false
basic,low,1400,1599,true
basic,high,930,1394,false
basic,medium,1530,1870,false
optional,medium,620,932,false
optional,medium,1770,1979,true
optional,low,620,739,false
basic,high,2050,2378,true
optional,low,940,1414,false
optional,low,2000,2368,false
optional,high,2280,2685,true
basic,medium,130,322,false
basic,high,2090,2196,true
basic,high,0,26,false
basic,medium,1670,1753,true
basic,high,2580,2643,true
basic,high,800,823,true
optional,high,1050,1188,true
basic,medium,1940,2230,true
optional,low,2970,3193,true
basic,high,1410,1566,true
optional,high,2170,2421,true
basic,low,340,496,false
optional,high,1630,1864,true
optional,medium,450,643,false
optional,medium,1390,1871,false
basic,medium,2840,2995,true
optional,medium,400,825,false
optional,low,1580,1669,true
basic,medium,1880,2022,true
basic,high,1070,1255,true
optional,low,300,583,false
basic,low,2520,2550,true
optional,high,1690,1936,true
basic,medium,40,241,false
optional,high,1900,2300,false
optional,low,850,876,true
optional,low,400,833,false
basic,low,1090,1150,true
basic,medium,80,245,false
optional,high,3060,3475,true
basic,low,3360,3670,true
basic,high,1350,1794,false
basic,high,480,882,false
optional,medium,740,851,false
basic,low,2400,2556,true
optional,low,1980,2369,false
basic,high,1290,1541,true
optional,high,860,1067,false
optional,low,3180,3381,true
basic,medium,570,803,false
basic,low,2980,3315,true
optional,high,2960,3115,true
optional,low,1960,1982,true
optional,low,2490,2831,false
optional,low,1980,2437,false
basic,medium,2560,3045,false
optional,low,2580,2619,true
optional,medium,3020,3034,true
basic,high,300,789,false
basic,high,2600,2734,true
basic,medium,1310,1374,true
optional,medium,1350,1353,true
optional,high,2300,2373,true
optional,low,670,810,false
basic,high,1890,2192,true
basic,medium,2310,2793,false
optional,medium,3270,3417,true
optional,medium,1680,1786,true
optional,low,1730,1795,true
basic,medium,160,333,false
optional,medium,1440,1817,false
optional,high,1010,1158,true
optional,medium,3240,3523,true
basic,high,2210,2347,true
basic,low,1830,2130,false
optional,low,1550,1954,false
basic,medium,2830,3200,true
optional,low,790,1065,false
optional,low,1440,1880,false
optional,high,680,993,false
optional,high,770,1200,false
basic,high,1990,2226,true
optional,high,50,181,false
basic,medium,700,1161,false
basic,low,2380,2840,false
optional,high,1330,1331,true
basic,high,1510,1672,true
basic,high,1300,1603,true
optional,medium,260,591,false
optional,high,3320,3797,true
optional,high,3090,3296,true
optional,high,1200,1304,true
basic,high,20,103,false
basic,medium,3120,3149,true
optional,low,1580,1967,false
basic,low,1290,1663,false
basic,medium,2240,2412,true
optional,medium,1930,2049,true
optional,high,160,646,false
basic,medium,2500,2857,true
optional,low,1850,1956,true
optional,low,2130,2607,false
basic,low,2520,2956,false
optional,low,2970,3016,true
basic,low,1300,1359,true
optional,medium,1530,1620,true
optional,low,3220,3479,true
basic,low,370,468,false
optional,high,880,965,true
optional,low,930,1079,false
basic,low,2270,2348,true
optional,medium,110,330,false
basic,medium,160,490,false
optional,high,3320,3602,true
basic,low,450,707,false
basic,high,3340,3573,true
optional,high,2830,3296,true
basic,medium,1350,1841,false
optional,high,60,275,false
basic,medium,1470,1957,false
basic,low,220,405,false
optional,medium,3230,3538,true
basic,high,310,517,false
basic,low,710,769,true
optional,medium,2060,2233,true
optional,medium,800,996,false
basic,high,1240,1647,false
basic,low,2140,2238,true
optional,high,40,498,false
basic,high,410,488,true
basic,medium,970,1445,false
basic,low,3400,3804,true
basic,high,0,359,false
optional,high,300,395,false
basic,medium,2470,2674,true
basic,medium,2770,2925,true
optional,low,270,478,false
optional,high,1670,2055,false
basic,high,2340,2668,true
basic,low,890,1379,false
optional,high,770,811,true
basic,medium,3100,3313,true
basic,high,1500,1772,true
optional,low,1090,1418,false
optional,high,1230,1355,true
optional,low,880,885,true
optional,high,1400,1677,false
basic,low,1080,1448,false
basic,low,60,402,false
basic,low,2400,2820,false
basic,medium,1390,1543,true
basic,medium,560,810,false
optional,medium,2280,2732,false
basic,medium,990,1035,true
basic,low,1000,1207,false
basic,medium,2250,2387,true
basic,high,2910,3229,true
basic,low,1370,1630,false
basic,medium,1740,1848,true
basic,high,2930,3191,true
optional,high,500,917,false
basic,high,3050,3259,true
optional,medium,1510,1645,true
optional,high,1800,2231,false
basic,high,120,590,false
basic,medium,830,1136,false
optional,low,3330,3596,true
optional,medium,2350,2577,true
optional,medium,3160,3592,false
optional,low,1640,2016,false
optional,low,2430,2677,false
optional,medium,2520,3005,false
optional,medium,220,565,false
basic,low,80,243,false
basic,high,690,865,false
optional,medium,2230,2539,false
basic,low,2240,2497,true
optional,medium,660,1049,false
optional,medium,2130,2432,false
basic,high,450,864,false
optional,high,590,1067,false
basic,low,1980,2162,true
basic,low,2870,2904,true
optional,low,1070,1102,true
basic,medium,800,1285,false
basic,high,2560,2646,true
basic,medium,2430,2883,false
basic,low,2230,2355,true
optional,high,210,373,false
basic,low,1650,1837,true
basic,low,3190,3562,true
optional,high,0,282,false
basic,medium,750,843,true
optional,low,2270,2580,false
optional,low,3130,3409,true
basic,medium,390,774,false
optional,medium,2500,2581,true
basic,low,790,982,false
optional,medium,530,812,false
basic,high,540,929,false
basic,low,2980,3083,true
optional,high,2170,2411,true
optional,low,1600,1925,false
basic,high,780,1149,false
basic,medium,2660,3037,true
basic,low,170,176,true
optional,low,1690,1837,true
optional,low,1360,1557,false
basic,low,3120,3251,true
optional,high,3210,3284,true
optional,high,1380,1432,true
optional,low,270,598,false
basic,high,1230,1713,false
basic,low,2570,2642,true
optional,medium,150,251,false
basic,high,1390,1759,false
basic,low,3150,3362,true
optional,high,0,268,false
optional,low,1350,1708,false
basic,medium,2310,2765,false
basic,medium,140,472,false
optional,medium,1170,1656,false
basic,low,2650,2747,true
optional,medium,60,428,false
basic,medium,1320,1669,false
optional,low,2420,2486,true
optional,high,1930,2334,false
optional,low,2850,3155,false
optional,low,1350,1678,false
basic,high,3070,3124,true
basic,high,1210,1482,true
optional,low,1380,1657,false
basic,low,1100,1343,false
basic,high,150,586,false
basic,low,2740,3068,true
optional,medium,2280,2581,false
basic,medium,280,560,false
basic,high,1800,2127,true
basic,medium,1160,1246,true
optional,medium,1690,1998,false
optional,medium,940,997,true
optional,low,1860,1933,true
basic,high,1340,1502,true
optional,low,810,943,false
basic,low,900,1308,false
basic,low,3430,3882,true
optional,low,2680,2764,true
optional,low,1420,1522,true
optional,low,2980,3359,false
optional,low,2970,3047,true
basic,medium,780,870,true
basic,low,2590,2712,true
basic,medium,2850,2852,true
optional,medium,2660,2884,true
basic,low,3320,3534,true
basic,high,930,1075,true
basic,high,2920,2982,true
optional,medium,120,564,false
optional,medium,1090,1466,false
optional,low,1620,2064,false
optional,high,2080,2333,true
optional,high,1900,2340,false
optional,medium,3480,3827,true
basic,medium,3320,3471,true
optional,low,3090,3555,false
optional,high,750,1044,false
basic,medium,2110,2422,true
optional,high,550,681,false
basic,low,2090,2490,false
basic,low,30,479,false
optional,high,3470,3602,true
basic,high,3250,3670,true
basic,medium,740,1112,false
basic,high,3080,3127,true
basic,low,1010,1020,true
basic,high,920,1206,false
optional,low,2130,2333,true
optional,low,3240,3304,true
basic,medium,1870,2366,false
optional,high,2080,2206,true
optional,medium,1080,1314,false
basic,high,2520,2978,true
optional,high,2830,3118,true
basic,medium,1480,1781,false
basic,medium,1190,1290,true
basic,low,2720,2720,true
basic,high,3080,3181,true
optional,low,2980,3300,false
optional,low,3030,3089,true
basic,high,1070,1232,true
basic,medium,30,257,false
optional,low,1760,2041,false
optional,medium,2490,2606,true
basic,high,2340,2797,true
optional,medium,3050,3233,true
optional,low,2720,3198,false
basic,high,2850,3211,true
basic,medium,2150,2225,true
optional,low,2040,2179,true
optional,low,1130,1389,false
optional,medium,2790,2985,true
optional,medium,400,824,false
basic,medium,1370,1857,false
basic,medium,1930,2403,false
basic,high,1120,1343,true
optional,low,2590,2679,true
basic,medium,2510,2751,true
optional,low,960,1248,false
basic,high,2950,2978,true
optional,low,810,1248,false
basic,medium,1570,1582,true
optional,low,1030,1360,false
basic,low,3390,3618,true
basic,high,2310,2531,true
optional,low,3240,3394,true
optional,low,280,303,true
optional,high,2700,2955,true
optional,high,3050,3104,true
optional,high,2860,3216,true
optional,low,1110,1190,true
basic,high,3190,3344,true
optional,medium,2960,3108,true
basic,low,2070,2407,false
optional,high,2380,2638,true
optional,medium,2510,2779,true
basic,low,1590,1816,true
basic,high,1870,2356,false
basic,medium,1660,1817,true
basic,high,190,521,false
basic,low,2440,2445,true
optional,high,2460,2770,true
basic,medium,1120,1305,true
basic,high,510,725,false
optional,high,2120,2580,false
optional,medium,3110,3258,true
basic,medium,2840,3286,true
basic,high,1210,1228,true
optional,medium,1470,1930,false
optional,high,1830,1938,true
basic,high,1000,1244,true
basic,medium,1660,1850,true
optional,medium,3390,3565,true
optional,high,2850,3220,true
optional,low,1450,1795,false
optional,medium,1760,1850,true
basic,medium,3460,3945,true
basic,low,400,689,false
optional,low,420,441,true
optional,high,1000,1003,true
basic,medium,2740,3042,true
optional,high,2140,2319,true
basic,medium,1600,1886,true
basic,medium,2720,3049,true
basic,low,2870,2924,true
optional,medium,3000,3299,true
basic,low,70,501,false
optional,medium,2110,2381,false
optional,medium,1450,1755,false
basic,medium,2250,2306,true
optional,medium,840,945,false
basic,low,2170,2495,true
optional,medium,3420,3603,true
basic,high,2910,3088,true
optional,medium,800,1139,false
basic,low,3450,3515,true
optional,low,910,1042,false
basic,high,1660,1710,true
optional,low,2670,2826,true
optional,medium,1280,1653,false
basic,low,1210,1243,true
basic,high,2300,2505,true
basic,high,1200,1416,true
optional,medium,3160,3398,true
optional,low,2250,2673,false
optional,high,1210,1696,false
optional,high,2000,2047,true
basic,medium,1950,2202,true
basic,high,2390,2646,true
optional,medium,1980,2354,false
optional,high,370,372,true
basic,medium,70,358,false
basic,low,2560,3042,false
basic,low,910,949,true
basic,high,650,878,false
optional,low,1670,2087,false
basic,medium,1010,1183,true
basic,medium,690,919,false
optional,low,3410,3536,true
basic,medium,650,1053,false
optional,low,1100,1392,false
basic,low,2980,3390,true
basic,low,2730,3103,true
optional,low,2550,2889,false
optional,medium,1610,2035,false
optional,low,670,986,false
optional,medium,20,274,false
optional,medium,2050,2428,false
optional,low,1030,1074,true
optional,low,560,957,false
basic,low,1830,2324,false
optional,low,650,726,false
optional,medium,980,1426,false
basic,high,0,193,false
basic,high,330,539,false
basic,medium,850,1322,false
basic,high,3170,3408,true
basic,low,780,869,true
basic,low,1190,1345,true
optional,high,2730,2967,true
optional,medium,1300,1524,false
optional,medium,2000,2185,true
basic,medium,2110,2151,true
basic,high,1640,2072,false
basic,medium,2000,2450,false
optional,medium,2610,2624,true
optional,high,190,198,true
basic,low,1220,1278,true
optional,medium,1330,1690,false
basic,medium,270,463,false
optional,medium,1590,2034,false
optional,high,740,1013,false
optional,low,2120,2352,false
optional,medium,240,402,false
optional,low,2730,2915,true
optional,high,1520,1853,false
basic,high,1640,2104,false
basic,low,720,1175,false
basic,low,2780,2905,true
optional,medium,370,415,false
basic,medium,840,1256,false
optional,high,1570,1885,false
optional,high,10,307,false
basic,medium,3260,3467,true
optional,low,910,942,true
optional,high,440,555,false
optional,low,730,900,false
basic,high,2520,2699,true
basic,high,2480,2968,true
optional,medium,110,141,false
basic,medium,1360,1566,true
basic,high,410,835,false
basic,medium,1460,1882,false
basic,low,3470,3505,true
optional,medium,720,1067,false
basic,low,3130,3560,true
basic,medium,1080,1206,true
basic,low,3150,3177,true
basic,high,2300,2535,true
basic,high,3350,3643,true
optional,medium,520,741,false
optional,medium,2490,2491,true
basic,low,950,1085,true
optional,medium,2940,3205,true
optional,medium,2030,2030,true
basic,medium,90,98,true
basic,high,520,613,true
basic,high,1130,1602,false
optional,high,2310,2702,true
optional,medium,910,1295,false
basic,high,2440,2572,true
basic,low,170,358,false
optional,medium,550,820,false
basic,low,1970,2141,true
optional,high,1720,1830,true
optional,high,1920,2359,false
basic,low,1660,1942,false
optional,medium,50,209,false
optional,high,190,320,false
basic,low,340,546,false
basic,low,850,965,true
optional,low,750,985,false
optional,low,710,957,false
optional,low,610,725,false
optional,medium,850,954,false
optional,medium,2600,2920,false
optional,high,2710,2876,true
optional,high,130,440,false
basic,low,1570,2013,false
optional,low,2030,2477,false
optional,low,2310,2548,false
optional,low,40,175,false
basic,medium,70,147,false
basic,high,920,1275,false
optional,low,470,887,false
optional,high,2670,2893,true
optional,high,700,760,true
optional,high,890,1276,false
optional,high,660,1123,false
optional,low,2040,2357,false
basic,low,40,108,false
optional,high,1790,2219,false
basic,medium,910,911,true
basic,high,1170,1238,true
basic,low,3270,3450,true
basic,low,2780,2830,true
optional,low,400,758,false
basic,low,520,769,false
basic,medium,1560,1818,true
basic,low,630,1110,false
basic,medium,1260,1652,false
basic,medium,480,828,false
basic,low,320,677,false
optional,medium,2400,2426,true
optional,high,720,836,true
basic,low,1220,1658,false
basic,low,1090,1552,false
optional,low,1680,2024,false
optional,medium,530,576,true
basic,low,1990,2215,true
optional,medium,90,217,false
optional,medium,1310,1687,false
basic,low,1360,1512,true
optional,low,970,1056,true
optional,low,3350,3822,false
optional,low,1860,1973,true
basic,low,2810,3212,true
optional,low,3480,3626,true
basic,medium,2090,2521,false
optional,medium,3310,3638,true
optional,low,2650,2768,true
basic,low,2050,2083,true
basic,high,2010,2052,true
basic,low,80,373,false
optional,high,3250,3568,true
basic,high,2920,3183,true
basic,high,320,493,false
optional,high,3350,3487,true
optional,high,2680,3090,true
optional,high,2260,2325,true
basic,medium,1580,1853,true
optional,medium,1510,1632,true
optional,high,370,513,false
optional,low,960,1139,false
optional,medium,780,1017,false
optional,high,430,574,false
optional,high,3100,3376,true
basic,low,3390,3483,true
optional,medium,2340,2758,false
basic,medium,1520,1674,true
basic,low,1400,1757,false
basic,medium,1710,1806,true
basic,high,1920,2112,true
basic,medium,2100,2122,true
optional,high,680,943,false
optional,medium,1920,2118,true
optional,low,200,665,false
optional,medium,2560,2800,true
basic,low,1800,2075,false
optional,high,2690,3031,true
basic,low,1710,1983,false
basic,low,150,503,false
optional,low,1340,1823,false
basic,low,2460,2879,false
basic,medium,1980,2307,true
optional,high,370,396,true
basic,low,160,573,false
basic,high,1250,1332,true
basic,low,1400,1664,false
basic,medium,370,662,false
basic,low,3130,3509,true
basic,low,1020,1151,true
optional,low,2180,2371,true
basic,low,3420,3541,true
basic,high,1930,2075,true
optional,low,30,126,false
optional,high,890,990,true
optional,medium,2110,2153,true
basic,high,1370,1532,true
optional,high,3020,3469,true
basic,medium,1120,1527,false
basic,medium,2300,2562,true
optional,low,1610,2099,false
optional,low,1370,1549,false
optional,medium,1120,1466,false
optional,low,2650,2709,true
optional,high,2730,3114,true
optional,low,3240,3470,true
basic,high,2330,2801,true
optional,medium,1520,1947,false
basic,high,1400,1873,false
basic,high,1990,2357,true
basic,medium,1030,1325,false
optional,medium,1540,1925,false
basic,high,2240,2644,true
basic,high,3020,3466,true
optional,low,470,666,false
optional,low,3030,3176,true
basic,high,1760,2151,true
optional,low,1150,1527,false
optional,medium,2240,2404,true
basic,medium,50,532,false
optional,medium,60,409,false
optional,high,870,1116,false
basic,medium,1600,1731,true
optional,medium,3010,3219,true
optional,low,1040,1198,false
optional,medium,2710,2740,true
basic,medium,20,316,false
optional,medium,20,412,false
basic,low,3050,3123,true
basic,low,2650,2888,true
optional,high,2180,2446,true
optional,high,3080,3340,true
basic,high,2990,3294,true
optional,high,400,576,false
optional,high,1690,1905,true
basic,low,1060,1203,true
basic,medium,1050,1237,true
optional,medium,2030,2046,true
optional,high,3260,3347,true
optional,low,2130,2225,true
basic,medium,2380,2592,true
optional,medium,1480,1724,false
basic,high,3290,3403,true
optional,high,2720,3209,true
basic,low,2580,2580,true
optional,medium,3150,3270,true
optional,high,1690,1985,true
optional,medium,1540,1762,false
basic,low,1290,1362,true
basic,medium,2060,2242,true
basic,high,170,498,false
basic,low,900,998,true
basic,high,260,753,false
basic,low,3170,3438,true
basic,high,1380,1478,true
optional,medium,60,515,false
optional,medium,3470,3939,false
optional,high,2620,2697,true
basic,medium,1260,1697,false
basic,medium,2670,2841,true
optional,high,3170,3545,true
optional,low,1810,2175,false
basic,low,410,421,true
basic,high,1440,1586,true
optional,low,800,1168,false
optional,high,90,266,false
optional,medium,2940,3031,true
basic,low,2090,2207,true
optional,high,1070,1169,true
optional,low,2730,3083,false
basic,medium,1260,1438,true
basic,medium,160,530,false
basic,medium,190,375,false
basic,low,2790,3143,true
optional,medium,1290,1530,false
basic,low,2360,2535,true
basic,high,2450,2552,true
basic,low,3210,3340,true
basic,high,2780,2792,true
basic,medium,3470,3818,true
basic,low,2780,3125,true
basic,low,1290,1371,true
optional,low,710,974,false
basic,low,50,484,false
basic,low,2290,2466,true
basic,medium,2490,2663,true
optional,low,2290,2374,true
basic,low,620,1015,false
basic,low,3490,3593,true
optional,low,1660,1937,false
basic,high,3170,3543,true
basic,low,1310,1455,true
basic,low,3290,3377,true
optional,low,2650,2700,true
basic,high,640,987,false
basic,low,3010,3405,true
basic,low,2530,2839,true
optional,medium,2280,2714,false
optional,high,710,1053,false
optional,high,2970,3237,true
optional,high,430,781,false
optional,high,3370,3804,true
basic,low,2470,2906,false
basic,low,1160,1374,false
basic,low,3140,3628,false
optional,high,2570,2991,true
optional,medium,2040,2203,true
optional,high,2990,3421,true
optional,medium,3460,3799,true
optional,low,560,729,false
basic,low,2270,2676,false
basic,low,730,1164,false
optional,low,2950,3233,true
optional,high,360,466,false
optional,medium,620,689,true
optional,low,3130,3471,false
optional,high,480,524,true
optional,medium,650,816,false
optional,medium,1140,1237,true
optional,high,2250,2434,true
basic,low,260,759,false
basic,low,2340,2567,true
optional,high,850,1141,false
basic,low,760,1105,false
optional,high,340,510,false
optional,medium,1610,1973,false
basic,low,670,758,true
optional,high,1240,1663,false
optional,medium,1830,2120,false
basic,medium,3220,3397,true
optional,medium,1300,1540,false
basic,medium,1930,2404,false
optional,high,2850,3041,true
optional,low,1560,1596,true
basic,high,2560,3042,true
basic,high,3110,3353,true
basic,high,2250,2351,true
optional,high,1430,1788,false
basic,high,400,614,false
basic,high,2770,3068,true
optional,low,2970,3140,true
basic,high,730,1118,false
optional,low,600,842,false
optional,high,2380,2629,true
basic,medium,2930,3136,true
basic,low,120,615,false
basic,low,2650,2844,true
basic,high,3300,3769,true
basic,high,420,751,false
optional,low,1800,2221,false
optional,medium,1670,1753,true
basic,medium,380,468,false
basic,high,1470,1915,false
optional,medium,3460,3757,true
basic,low,3090,3330,true
optional,low,1160,1233,true
basic,medium,2410,2745,true
basic,low,960,1004,true
basic,high,3060,3335,true
optional,low,250,626,false
optional,low,3370,3855,false
optional,high,1810,2090,true
basic,low,2200,2236,true
optional,medium,3320,3456,true
basic,medium,790,1162,false
optional,medium,2740,2742,true
basic,high,1980,2229,true
optional,low,1830,1834,true
basic,low,1100,1147,true
basic,medium,270,388,false
basic,low,3060,3386,true
basic,high,820,1099,false
basic,medium,290,636,false
basic,medium,1350,1440,true
optional,medium,1820,2178,false
optional,low,1600,1652,true
optional,low,0,234,false
optional,low,700,844,false
basic,low,840,1080,false
optional,high,2990,3488,true
basic,low,3060,3091,true
optional,medium,1400,1893,false
basic,low,2640,2653,true
basic,high,2750,3044,true
optional,medium,3160,3217,true
optional,low,1070,1565,false
basic,high,3250,3723,true
basic,high,3250,3501,true
basic,medium,3430,3535,true
optional,high,920,1087,false
optional,low,2060,2469,false
optional,high,1300,1760,false
optional,low,3210,3539,false
basic,low,860,1136,false
basic,low,1730,2080,false
optional,low,1600,1727,true
basic,low,1440,1441,true
basic,high,1210,1602,false
optional,high,1060,1522,false
optional,high,2810,3050,true
optional,high,1190,1515,false
optional,low,650,1024,false
basic,medium,570,584,true
optional,high,3380,3438,true
basic,high,3430,3784,true
basic,low,3390,3756,true
basic,high,1950,2383,true
optional,medium,2780,2916,true
optional,low,2670,2928,true
basic,medium,2780,2794,true
optional,high,2910,3407,true
optional,high,1860,1958,true
optional,high,90,260,false
optional,low,2070,2430,false
basic,medium,1000,1028,true
basic,low,490,629,false
optional,medium,790,999,false
optional,high,180,247,false
optional,medium,3310,3710,false
basic,medium,2390,2876,false
optional,medium,2290,2733,false
optional,medium,3480,3954,false
basic,medium,380,460,false
optional,high,1980,2402,false
basic,medium,2890,3059,true
optional,medium,1380,1424,true
basic,low,3220,3484,true
optional,high,1810,2177,false
optional,medium,820,1192,false
optional,low,2420,2464,true
basic,medium,3150,3515,true
basic,low,2230,2449,true
optional,low,1470,1786,false
optional,low,2290,2733,false
basic,medium,270,620,false
optional,low,1920,2246,false
basic,medium,2990,3445,true
optional,low,1630,1719,true
optional,low,50,360,false
optional,high,1460,1908,false
basic,low,470,907,false
basic,low,170,619,false
optional,medium,3120,3313,true
optional,medium,2710,2905,true
basic,medium,2340,2593,true
basic,low,930,1421,false
basic,low,2040,2090,true
basic,low,1450,1466,true
basic,low,990,1179,false
optional,low,1290,1706,false
optional,high,1340,1762,false
optional,low,550,814,false
basic,high,1870,2009,true
basic,high,100,532,false
basic,high,3470,3623,true
optional,high,600,801,false
basic,medium,510,837,false
basic,medium,1430,1783,false
optional,high,2490,2971,false
basic,medium,1720,2173,false
basic,high,640,1020,false
basic,high,1730,1741,true
optional,high,620,661,true
basic,low,2510,2606,true
basic,high,3050,3539,true
optional,high,2560,2736,true
basic,high,180,333,false
optional,medium,80,577,false
basic,high,1900,1973,true
basic,high,2620,3039,true
optional,high,760,763,true
basic,high,1650,2034,true
basic,medium,380,774,false
basic,high,1580,1608,true
basic,medium,1620,1725,true
basic,medium,40,339,false
optional,low,1800,2048,false
basic,medium,410,484,false
optional,high,940,1094,true
optional,low,2360,2704,false
optional,medium,1870,2195,false
basic,medium,2420,2599,true
optional,low,80,267,false
basic,high,2410,2775,true
basic,low,1340,1548,false
optional,high,1120,1179,true
basic,low,2860,2971,true
basic,high,40,244,false
basic,medium,3390,3827,true
optional,medium,60,546,false
basic,medium,470,793,false
optional,low,2630,2977,false
optional,low,1320,1441,true
optional,low,520,813,false
optional,medium,3040,3293,true
optional,low,820,1318,false
basic,low,2380,2707,true
basic,low,2740,2785,true
optional,high,2470,2948,false
